Timestamp,Open,Close,Low,High,Volume_(BTC),Volume_(Currency),Weighted_Price,hash_rate,Search_volume,Block_size,Difficulty,active_addresses,Block_time,Average fees,mining_profitability,Transactions,Tweets_volume
2017-12-04,11250.0,11613.07,10850.0,11613.07,13621.481972820004,154122917.8966223,11611.820762,12119724.5791,90.0,974881.0,1347001430559.0,991943,7.956,6.444,2.317,400505,97945
2017-12-05,11613.07,11677.0,11384.25,11850.0,11875.033776860007,138370076.16009256,11677.554768,11918845.1662072,90.0,963049.0,1347001430559.0,971003,8.09,6.347,2.399,405531,103919
2017-12-06,11676.99,13623.5,11659.8,13700.0,19784.873487130008,250560790.3025101,13617.062938,14867776.0589,90.0,963853.0,1407975304733.0,1072008,7.66,7.341,2.473,443399,116856
2017-12-07,13623.0,16599.99,13085.9,16615.62,25787.676556460003,382694044.1308287,16600.264435,11941671.1962,90.0,947623.0,1590896927258.0,871878,9.474,14.868,2.661,374765,155600
2017-12-08,16599.99,15800.0,13482.42,16666.66,25473.395310650016,389366035.0930452,15831.702415,12337090.7722833,90.0,963467.0,1590896927258.0,966052,9.231,27.204,3.464,384936,124260
2017-12-09,15799.87,14607.49,12701.05,15998.5,16587.47292694,238909072.56351,14616.316858000002,13760601.246,90.0,972997.0,1590896927258.0,984629,8.276,21.567,3.238,403225,114109
2017-12-10,14601.01,14691.0,13011.0,15385.0,18487.98304098999,263150668.0039772,14649.795706,12969762.0939,84.0,970716.0,1590896927258.0,961658,8.78,19.542,2.657,341256,100455
2017-12-11,14690.99,16470.0,14677.19,17270.0,16583.72315538003,270203844.28483385,16445.052865,13523349.5003875,84.0,969819.0,1590896927258.0,977830,8.421,21.74,3.259,368427,128425
2017-12-12,16470.0,16650.01,15967.29,17428.42,13517.892103280008,227842348.6995726,16651.206393,12337090.7723,84.0,968749.0,1590896927258.0,972328,9.231,24.405,3.208,372821,113215
2017-12-13,16650.01,16250.0,15497.69,17107.03,17136.705858200028,281640493.78940773,16251.243962,14709608.2285,84.0,978753.0,1590896927258.0,1090944,7.742,23.845,3.726,424393,98863
2017-12-14,16245.02,16404.99,15852.69,16830.45,13409.524287859987,219263192.4605364,16398.954681,14630524.3132847,84.0,969229.0,1590896927258.0,1133157,7.784,21.714,3.284,490459,109628
2017-12-15,16404.99,17471.5,16337.19,17934.0,18998.388137090013,329337014.76437366,17470.399613999998,13365181.67,84.0,970441.0,1590896927258.0,1036971,8.521,25.642,3.337,405507,105711
2017-12-16,17477.98,19187.78,17269.99,19377.0,9761.220808530004,179906034.6369105,19197.105613,13523349.5004,84.0,971096.0,1590896927258.0,949920,8.421,26.893,3.721,364051,82782
2017-12-17,19187.78,18953.0,18465.0,19666.0,9749.249154619994,186310530.7644436,18917.298328,14630524.3132847,100.0,969545.0,1590896927258.0,1012311,7.784,26.519,3.839,391725,84441
2017-12-18,18953.0,18940.57,17835.2,19220.0,14678.94144796999,273533539.4028247,18935.223144,16946489.2357,100.0,968767.0,1718045833483.0,1004904,7.912,28.091,3.523,394057,97245
2017-12-19,18940.58,17700.0,16831.26,19160.79,21528.137665029968,387206242.38193184,17687.714879,13035760.9505,100.0,968040.0,1873105475222.0,855045,10.286,32.071,2.925,378482,83423
2017-12-20,17700.0,16466.98,15343.04,17950.0,31172.228806700004,521350550.6083799,16442.360485,12663310.6376441,100.0,973454.0,1873105475222.0,918969,10.588,41.619,3.267,370141,101169
2017-12-21,16466.98,15600.01,15005.0,17281.17,20377.860438590003,326730689.6451765,15597.57225,12290860.3248,100.0,954314.0,1873105475222.0,856302,10.909,54.901,3.605,335350,105591
2017-12-22,15600.0,14009.79,11159.93,15795.61,57444.88580325997,772143020.6384684,13994.905275,14432449.6238,100.0,976936.0,1873105475222.0,959550,9.29,55.16,3.693,380493,124670
2017-12-23,13980.0,14619.0,13496.48,15756.22,21786.40866420001,322120599.55531275,14605.53155,12942648.372298,100.0,977629.0,1873105475222.0,888892,10.36,52.183,3.061,308072,100098
2017-12-24,14619.0,14157.87,12488.0,14619.1,18519.489322539983,250476423.64509213,14151.474532,14153111.8891,63.0,976364.0,1873105475222.0,925819,9.474,43.204,2.788,279371,70864
2017-12-25,14107.87,13911.28,13210.0,14650.0,11564.544333089994,161347357.07878634,13909.390882,12570198.0594,63.0,970845.0,1873105475222.0,758165,10.667,41.658,2.449,228791,64029
2017-12-26,13925.5,15764.44,13746.95,16147.87,15051.164017610012,230922569.1548615,15753.71221,13221986.1069519,63.0,971543.0,1873105475222.0,753514,10.141,44.669,2.983,247298,77648
2017-12-27,15764.45,15364.93,14484.0,16480.52,15643.75488215,241860985.13003385,15396.555423,14525562.202,63.0,958074.0,1873105475222.0,921366,9.231,40.103,3.006,307486,78968
2017-12-28,15390.05,14470.07,13500.0,15474.19,16557.217322709963,234428578.5386657,14431.502841999998,13873774.1545,63.0,969909.0,1873105475222.0,865808,9.664,36.963,2.665,304904,79968
2017-12-29,14436.99,14340.0,13998.0,15111.0,13505.702992160006,195727638.7690216,14341.599209,15363575.405965302,63.0,973728.0,1873105475222.0,959700,8.727,32.435,2.902,353659,77151
2017-12-30,14351.0,12640.0,12050.0,14463.28,21749.67444609001,285985550.32374585,12647.452184,13687548.998,63.0,958150.0,1873105475222.0,874666,9.796,30.028,2.413,344260,71377
2017-12-31,12640.0,13880.0,12491.21,14296.06,11583.418646980028,154552644.4715073,13888.274052,15177350.2495,48.0,960776.0,1873105475222.0,847972,8.834,25.17,2.281,290259,64989
2018-01-01,13880.0,13443.41,12801.38,13941.75,7688.030684599995,102815718.4516643,13405.432092,14975580.9596883,48.0,966169.0,1922580604981.0,842391,9.231,26.274,2.174,241601,62044
2018-01-02,13394.2,14678.94,12910.58,15257.53,16299.669302790006,229138844.07680824,14630.663077,16415540.6674,48.0,968332.0,1931136454488.0,982159,8.421,26.522,2.431,340809,77723
2018-01-03,14670.96,15155.62,14546.28,15500.0,12275.001196679998,183639413.73723653,15158.008913999998,15071578.2735,48.0,975882.0,1931136454488.0,953442,9.172,28.461,2.737,395806,79086
2018-01-04,15155.62,15143.67,14192.37,15430.27,15004.018592560018,222160244.4909649,15142.31018,16127548.7258182,48.0,975713.0,1931136454488.0,1071574,8.571,27.264,2.606,424840,74534
2018-01-05,15143.67,16928.0,14810.0,17200.0,16248.91467956001,259695892.85339272,16910.108261,13727615.8797,48.0,974894.0,1931136454488.0,951484,10.07,32.515,2.631,342564,76404
2018-01-06,16927.99,17149.67,16220.0,17234.99,9501.01675546001,158389594.5143286,17132.184768,16127548.7258,48.0,971532.0,1931136454488.0,1043134,8.571,32.498,3.139,358679,62977
2018-01-07,17142.43,16124.02,15707.16,17149.97,8632.81384337001,141555094.16033527,16166.949978,15551564.842753198,46.0,973489.0,1931136454488.0,994708,8.889,31.195,2.865,368025,67259
2018-01-08,16173.98,14999.99,13900.0,16300.0,16676.34994239001,251877784.1428362,14998.660816999998,15935554.0981,46.0,955491.0,1931136454488.0,1022976,8.675,31.109,2.754,345506,30585
2018-01-09,14999.99,14403.51,14123.97,15367.18,13913.52469368002,204579121.58436617,14384.763266999998,15743559.4704,46.0,971298.0,1931136454488.0,985166,8.78,31.427,2.653,360101,80932
2018-01-10,14403.51,14890.02,13412.0,14900.0,18479.01253045998,261210687.0292597,14896.979853,15935554.098129902,46.0,970310.0,1931136454488.0,989424,8.675,29.724,2.427,347227,82357
2018-01-11,14899.99,13243.83,12800.0,14973.07,19630.075171120014,266846190.8078294,13272.63163,18527481.5719,46.0,957442.0,1931136454488.0,1077376,7.461,28.626,2.554,337766,100333
2018-01-12,13249.99,13781.41,12807.27,14152.19,13433.08481362998,183399343.5165705,13801.910561,17087521.8643,46.0,979452.0,1931136454488.0,984432,8.09,28.751,2.217,299913,80737
2018-01-13,13829.28,14197.78,13789.42,14619.1,7488.98701847001,106595650.09043258,14188.166518,16501289.1137539,46.0,947784.0,2134254177774.0,834309,9.664,28.579,1.921,265586,63396
2018-01-14,14197.78,13647.99,13072.22,14365.81,7588.635589720014,102783826.6608266,13647.576338,17165770.5546,57.0,972098.0,2227847638504.0,813222,9.29,28.909,2.003,234890,65657
2018-01-15,13647.99,13607.04,13429.25,14394.36,9444.635308239982,131049852.36482067,13571.61841,16612036.0206,57.0,968469.0,2227847638504.0,813490,9.6,25.987,2.053,273473,76852
2018-01-16,13581.66,11386.34,10162.0,13607.04,38789.88308788992,457725763.3662431,11397.777889,17608758.1817911,57.0,964211.0,2227847638504.0,874574,9.057,24.48,1.867,303566,102135
2018-01-17,11393.97,11191.35,9222.0,11794.07,41356.18973789993,433168120.0519699,11161.702699,18494733.4362,57.0,961005.0,2227847638504.0,957141,8.623,22.989,1.529,315604,111394
2018-01-18,11199.0,11247.57,10693.0,12146.0,22195.26202055996,256082649.9786878,11269.702206,19159214.877,57.0,965294.0,2227847638504.0,931879,8.324,24.552,1.748,309322,100366
2018-01-19,11290.9,11552.0,11025.18,12050.39,13203.25567512998,151834406.42115608,11557.08788,18273239.6226134,57.0,965425.0,2227847638504.0,858958,8.727,23.337,1.717,243454,57244
2018-01-20,11560.82,12775.99,11515.94,13052.12,10324.057334139996,128912075.53138864,12767.733112,19712949.4111,57.0,947155.0,2227847638504.0,846869,8.09,22.403,1.607,240433,75149
2018-01-21,12782.99,11558.87,11100.0,12791.88,11596.44128787,137150604.64052266,11549.889244,20709671.5723,37.0,948330.0,2227847638504.0,864703,7.701,19.1,1.6,215435,76295
2018-01-22,11558.87,10808.99,10028.41,11910.78,17067.729255820006,186028930.5515519,10795.881794,18494733.4362209,37.0,970602.0,2227847638504.0,809424,8.623,14.38,1.373,245395,93708
2018-01-23,10810.0,10851.82,9927.54,11409.87,17250.176146450005,184369293.73460427,10865.963421,19602202.5043,37.0,973223.0,2227847638504.0,784072,8.136,11.364,1.345,271759,81995
2018-01-24,10848.99,11400.96,10488.13,11500.0,11646.79059794,128825119.67873564,11434.379769,19491455.5975,37.0,966769.0,2227847638504.0,848037,8.182,12.569,1.474,250247,78855
2018-01-25,11400.98,11155.54,10868.57,11741.82,10212.921833809998,115421975.02524172,11155.414837,20445148.5647756,37.0,953261.0,2460585023618.0,750794,9.114,10.635,1.174,236422,79509
2018-01-26,11140.01,11092.95,10263.32,11635.0,15074.666412430026,164020352.51574522,11103.380648,20056949.5414,37.0,960456.0,2603077300219.0,723781,9.29,10.523,1.227,220304,73227
2018-01-27,11093.74,11446.54,10815.84,11630.47,10309.807462480016,116376809.51693311,11435.644293,20315748.8903,37.0,939838.0,2603077300219.0,778222,9.172,9.824,1.166,193421,63956
2018-01-28,11446.54,11685.58,11360.52,11989.15,9956.092495759993,116531522.5333174,11685.583072,20445148.5647756,41.0,935922.0,2603077300219.0,641321,9.114,8.529,1.316,213288,66645
2018-01-29,11685.58,11162.62,10991.0,11820.01,9996.356898479986,112806531.76200362,11165.663747,19151151.8202,41.0,925391.0,2603077300219.0,653494,9.73,7.143,1.136,232028,82322
2018-01-30,11162.62,9971.0,9731.2,11222.36,21082.19252763997,219169216.3602281,9968.104401,21609745.6349,41.0,901063.0,2603077300219.0,707495,8.623,7.309,1.115,236442,84246
2018-01-31,9971.0,10149.0,9514.96,10324.0,12743.509470589996,126723437.33575337,10149.878443,15139761.911890805,41.0,944705.0,2603077300219.0,579948,12.308,8.068,0.912,204159,81651
2018-02-01,10148.99,8998.99,8455.0,10187.56,26356.588839309992,243067799.59756008,8994.6576035,20703947.9137,41.0,958674.0,2603077300219.0,726833,9.0,8.108,1.226,257504,93008
2018-02-02,9010.87,8838.83,7625.25,9096.79,44406.01982930992,373423805.0752871,8825.5404546,21739145.3094,41.0,941242.0,2603077300219.0,763496,8.571,10.181,0.952,235750,102640
2018-02-03,8838.29,9225.86,8170.71,9491.2,16208.374113419986,144713399.4718875,9201.7028173,20445148.5647756,41.0,916645.0,2603077300219.0,620918,9.114,6.859,0.914,194733,76444
2018-02-04,9225.31,8191.0,7825.0,9350.09,19110.672460790007,162005632.56057367,8190.312190899999,23033142.054,48.0,889806.0,2603077300219.0,595294,8.09,5.663,0.981,173509,78202
2018-02-05,8190.78,6874.27,6600.0,8335.56,46544.42880430995,342210634.64847463,6884.126494499998,23938939.7752,48.0,899185.0,2603077300219.0,777110,7.784,6.193,0.781,216178,99959
2018-02-06,6878.65,7737.37,5920.72,8150.0,70961.36965826005,487504446.0430608,7719.367187999998,24293141.3193202,48.0,961110.0,2607870187293.0,849088,8.471,4.614,0.676,243950,109734
2018-02-07,7737.26,7588.01,7213.8,8649.0,32640.892537539992,260674865.84413925,7566.949339,20149017.2119,48.0,945530.0,2874674234416.0,694798,10.213,4.588,0.727,213578,95072
2018-02-08,7588.01,8259.76,7565.5,8644.36,22746.39118111995,187157997.65821344,8259.76,18720008.899,48.0,944714.0,2874674234416.0,651284,10.992,4.195,0.677,173158,101569
2018-02-09,8259.42,8693.98,7753.32,8779.62,18418.11709041999,152040059.86469048,8694.3492573,19291612.224166,48.0,957285.0,2874674234416.0,689413,10.667,4.127,0.803,177725,89542
2018-02-10,8693.98,8560.0,8170.86,9090.8,14670.558702030014,127082570.69045538,8550.7276082,20434818.8745,48.0,947466.0,2874674234416.0,593126,10.07,4.248,0.858,181640,77570
2018-02-11,8560.0,8067.0,7820.0,8560.0,12711.785845699991,103542540.61423004,8067.3008751,21578025.5248,28.0,946795.0,2874674234416.0,730277,9.536,3.469,0.704,147057,75335
2018-02-12,8077.25,8899.0,8067.0,8995.0,15071.040296839998,130557481.61181016,8898.9440251,23721537.9941597,28.0,941726.0,2874674234416.0,781308,8.675,3.245,0.834,186752,83783
2018-02-13,8891.2,8522.99,8360.13,8951.89,11374.524152539989,97689771.64298764,8522.583387800001,23435736.3316,28.0,946217.0,2874674234416.0,729810,8.78,3.247,0.761,182820,73084
2018-02-14,8504.57,9490.98,8504.57,9515.0,17468.738865930005,158839393.24544287,9491.278199200002,25579248.8009,28.0,940502.0,2874674234416.0,815887,8.045,2.942,0.875,196238,72888
2018-02-15,9490.98,10018.0,9350.0,10234.0,21036.33731749999,206814744.84802797,10029.07323,18720008.899005607,28.0,945634.0,2874674234416.0,640344,10.992,3.183,0.793,198052,74208
2018-02-16,10011.3,10196.0,9707.51,10300.0,11857.642775130002,118860367.74257252,10199.856502,22435430.5125,28.0,896942.0,2874674234416.0,637546,9.172,3.124,0.955,187581,74964
2018-02-17,10203.14,11101.0,10053.5,11135.83,14511.169136759994,155314935.1776292,11101.0,21292223.8622,28.0,912798.0,2874674234416.0,680664,9.664,3.001,0.88,173640,69716
2018-02-18,11101.0,10421.06,10153.15,11300.0,17623.079431349983,188724919.3445501,10410.716241,23149934.6689992,25.0,917076.0,2874674234416.0,631438,8.889,3.014,1.012,159333,62968
2018-02-19,10433.68,11173.0,10307.51,11262.48,11698.25622610999,127802568.07195272,11170.091183,23149934.669,25.0,937515.0,2874674234416.0,688075,8.889,2.965,0.986,187205,69225
2018-02-20,11159.12,11233.41,11080.37,11780.0,15880.909039800006,182156478.0197093,11220.278153,21079198.6661,25.0,917160.0,2967853337745.0,610136,10.213,3.042,0.993,198314,75215
2018-02-21,11233.42,10449.4,10256.0,11275.74,19959.67715651998,215353691.93533105,10457.021049,25265138.8267172,25.0,905555.0,3007383866430.0,615201,8.521,2.153,0.942,205032,69562
2018-02-22,10446.79,9843.34,9731.2,10935.0,20204.69095384,206051152.360138,9852.1745786,22275181.5691,25.0,840932.0,3007383866430.0,633718,9.664,2.121,0.808,183086,66124
2018-02-23,9843.33,10166.1,9600.0,10405.3,16044.039303329995,160782973.04522398,10165.976039,22125683.7062,25.0,921250.0,3007383866430.0,643584,9.73,4.015,0.88,185045,62576
2018-02-24,10135.2,9689.99,9373.48,10540.63,13972.714723509987,137805304.51945195,9689.8553323,21677190.1175976,25.0,965935.0,3007383866430.0,627718,9.931,6.209,0.905,154389,56616
2018-02-25,9688.26,9590.04,9260.0,9883.41,11037.176952689992,105367249.24686196,9587.009767,25564134.5525,19.0,660554.0,3007383866430.0,443104,8.421,2.763,0.865,144698,63393
2018-02-26,9595.99,10324.7,9376.34,10461.97,16156.805056179968,162306362.38781133,10325.648489,21079198.6661,19.0,908912.0,3007383866430.0,517139,10.213,2.464,0.81,186333,66533
2018-02-27,10329.99,10566.3,10150.0,10850.0,10408.479937750002,110086762.79585414,10581.403609,23919658.0607974,19.0,916653.0,3007383866430.0,594737,9.0,2.436,0.92,219464,64827
2018-02-28,10572.49,10314.9,10255.07,11064.75,10490.749058159998,111457734.83114848,10305.396483,23172168.7464,19.0,920691.0,3007383866430.0,680281,9.29,2.878,0.847,189068,68823
2018-03-01,10314.99,10903.13,10223.41,11090.0,9481.665146109995,101712406.72730654,10923.063805,24667147.3752,19.0,915244.0,3007383866430.0,692152,8.727,2.377,1.005,233579,61852
2018-03-02,10917.37,11029.99,10774.01,11175.0,8329.097900860002,91455982.5049769,11031.433701,23321666.60927749,19.0,748187.0,3007383866430.0,595877,9.231,2.371,0.907,194917,61317
2018-04-07,6627.7,6904.9,6600.99,7069.13,7683.041652600004,52984840.49839296,6902.661653,31416438.0187018,16.0,466690.0,3511060552900.0,404330,8.0,1.216,0.543,154459,52476
2018-04-08,6904.21,7027.26,6894.8,7104.52,4352.697942019997,30482451.72275089,7020.472595100001,28100258.4501,15.0,361859.0,3511060552900.0,330211,8.944,1.066,0.505,138374,52796
2018-04-09,7027.26,6780.1,6611.49,7175.83,10103.91621615002,69104966.96503675,6779.770462,25656757.7153,15.0,618370.0,3511060552900.0,439488,9.796,0.879,0.454,176416,59029
2018-04-10,6782.39,6835.67,6653.21,6900.0,6480.192764179998,43978750.44675027,6835.443423999999,28623865.7503728,15.0,582899.0,3511060552900.0,459720,8.78,0.84,0.535,186251,59044
2018-04-11,6824.75,6940.94,6809.26,6984.92,5825.410645559993,40165964.25779423,6935.6079954,28100258.4501,15.0,533398.0,3511060552900.0,448320,8.944,0.859,0.492,183087,61072
2018-04-12,6940.94,7923.78,6758.45,8069.34,19033.380334400004,143664243.10167208,7917.2681336999985,26878508.0827,15.0,687889.0,3511060552900.0,504382,9.351,1.246,0.517,210725,68886
2018-04-13,7923.78,7896.92,7753.32,8239.33,19605.94275077002,157461506.31630442,7890.9810155,28798401.517143395,15.0,599442.0,3511060552900.0,530298,8.727,1.341,0.608,217117,64178
2018-04-14,7885.9,8000.41,7835.0,8232.14,8935.53071477,71681139.8623069,8005.500280300002,26146926.5195,15.0,687813.0,3796188328005.0,409997,10.511,1.179,0.46,161706,50026
2018-04-15,8003.39,8354.22,8001.23,8417.0,7542.840815640006,62269321.050490014,8355.6309103,31109116.9538,14.0,724206.0,3839316899030.0,462054,8.834,1.152,0.615,173868,52494
2018-04-16,8353.43,8048.15,7905.0,8424.99,10866.602957490002,87993966.21070527,8049.4155998,26910340.432449806,14.0,742922.0,3839316899030.0,516625,10.213,1.064,0.503,195965,56538
2018-04-17,8054.68,7890.87,7806.81,8160.85,9277.151215379989,74462014.27374168,7895.6998545000015,30918263.4756,14.0,616977.0,3839316899030.0,516858,8.889,1.047,0.568,201658,56111
2018-04-18,7890.87,8172.84,7870.35,8235.0,9227.204598080009,74525247.42341043,8169.449952,30536556.5191,14.0,556115.0,3839316899030.0,483004,9.0,1.02,0.536,200580,56720
2018-04-19,8172.83,8271.31,8074.44,8297.99,9436.846327630006,77478927.09234333,8272.9557253,33971919.1274899,14.0,520125.0,3839316899030.0,512770,8.09,1.069,0.579,213345,57013
2018-04-20,8273.0,8861.0,8216.9,8934.0,16059.622671339988,136267900.2357297,8867.5986634,26146926.5195,14.0,675144.0,3839316899030.0,554891,10.511,1.183,0.459,207640,57190
2018-04-21,8865.78,8920.71,8608.0,9023.4,15336.30792743001,134950187.05393368,8923.7209401,30345703.0408,14.0,629873.0,3839316899030.0,509176,9.057,1.293,0.649,193816,56176
2018-04-22,8924.93,8789.96,8760.0,9036.52,9346.451759250009,83089020.81001937,8789.2960534,30536556.519092,14.0,455612.0,3839316899030.0,426135,9.0,1.128,0.586,171710,59404
2018-04-23,8781.7,8946.95,8771.22,9006.39,10286.117714900003,91446649.75616989,8943.725368700001,29200582.1714,14.0,630214.0,3839316899030.0,541616,9.412,1.15,0.576,226200,59885
2018-04-24,8942.0,9648.0,8930.0,9737.16,20460.508983040003,190711801.4471011,9661.7148706,30345703.0408,14.0,802056.0,3839316899030.0,641229,9.057,2.398,0.656,254334,67323
2018-04-25,9648.36,8864.99,8751.0,9755.53,33035.90404481996,303220038.5563367,8862.5834512,23474977.824052,14.0,887093.0,3839316899030.0,571921,11.707,3.975,0.544,213032,65523
2018-04-26,8855.07,9274.48,8647.29,9326.79,20042.96970211,178009104.46865663,9282.6398548,26910340.4324,14.0,734112.0,3839316899030.0,557031,10.213,2.776,0.632,216591,64330
2018-04-27,9277.32,8921.43,8901.09,9387.82,11375.51437547001,104644754.13739806,8924.4864921,28391145.8893,14.0,811835.0,3943557223452.0,559842,10.141,2.433,0.65,210977,55754
2018-04-28,8916.54,9345.11,8854.47,9442.34,15558.402301929977,143728558.94865867,9350.8044722,25592018.8297784,14.0,713027.0,4022059196165.0,474656,11.25,1.906,0.573,203553,49473
2018-04-29,9352.97,9393.99,9180.0,9538.75,10940.71803062999,102349678.47086675,9390.5943544,31590148.243,12.0,520760.0,4022059196165.0,435659,9.114,1.809,0.606,180640,46959
2018-04-30,9396.32,9242.17,9111.0,9443.96,8085.68829456,74978446.8960061,9240.4499905,30990335.3017,12.0,615747.0,4022059196165.0,527515,9.29,1.589,0.62,214952,49151
2018-05-01,9243.51,9066.9,8815.91,9249.99,12138.263960500006,109028331.06588748,9068.8803323,31590148.243007693,12.0,557445.0,4022059196165.0,528581,9.114,1.431,0.571,199801,49777
2018-05-02,9066.9,9222.0,8975.23,9259.16,10575.174977919984,96344037.23870452,9216.941627,27991270.5951,12.0,701147.0,4022059196165.0,541450,10.286,1.673,0.537,212156,48137
2018-05-03,9220.0,9732.43,9165.19,9799.99,11670.799578630018,109943721.45052876,9733.443852,30190584.7133,12.0,733131.0,4022059196165.0,541585,9.536,1.62,0.61,228370,50882
2018-05-04,9737.0,9696.57,9527.38,9784.73,7326.052071110002,70716940.70051502,9690.5487299,27591395.300854903,12.0,822574.0,4022059196165.0,587468,10.435,1.739,0.577,218931,57751
2018-05-05,9689.0,9823.28,9670.68,9948.98,7403.1050235199955,72754286.99273446,9825.2547619,32189961.1843,12.0,611823.0,4022059196165.0,525970,8.944,1.564,0.712,202542,50536
2018-05-06,9827.04,9623.54,9375.0,9918.41,8155.576856600006,78150008.85336454,9622.0414798,27391457.6537,13.0,630599.0,4022059196165.0,443930,10.511,1.76,0.536,171624,47589
2018-05-07,9621.99,9359.52,9175.0,9634.5,13616.34859330001,127010639.847887,9363.5175591,29990647.0661466,13.0,723610.0,4022059196165.0,523934,9.6,1.641,0.643,204913,53424
2018-05-08,9356.79,9167.69,9015.0,9450.0,11418.310536509996,105415298.0284771,9180.5767345,27791332.948000006,13.0,782106.0,4022059196165.0,561725,10.36,1.462,0.574,217671,52302
2018-05-09,9181.52,9308.49,8974.62,9368.79,11368.834325390008,104305920.46479096,9303.566766,31990023.5372,13.0,620067.0,4022059196165.0,512648,9.0,1.362,0.61,206419,54594
2018-05-10,9308.49,9020.99,8987.74,9393.0,11764.97750569998,108645338.13028777,9013.0843331,30790397.6545772,13.0,617854.0,4022059196165.0,518864,9.351,1.188,0.559,208807,53621
2018-05-11,9007.19,8411.42,8351.0,9018.38,20383.926609920032,177279927.97773558,8400.385792300001,26161151.1691,13.0,838274.0,4138123233246.0,479834,11.339,1.578,0.522,213497,55128
2018-05-12,8408.79,8481.6,8208.81,8652.8,15464.92940302002,130051000.66490762,8472.297544399999,33988897.1883,13.0,521640.0,4143878474754.0,506943,8.727,1.317,0.574,181889,48718
2018-05-13,8481.72,8696.58,8335.56,8775.9,9835.224509149988,84280724.7762821,8695.143264799999,30487010.811281104,11.0,471471.0,4143878474754.0,355156,9.73,1.26,0.484,158646,46131
2018-05-14,8696.54,8674.36,8286.57,8900.9,18861.93709627001,162135043.55344072,8682.571171,27191117.7506,11.0,725577.0,4143878474754.0,530706,10.909,1.446,0.541,209565,52460
2018-05-15,8674.53,8474.99,8400.0,8865.0,12391.83198691002,107036084.45849484,8471.0453245,30075024.1787,11.0,640992.0,4143878474754.0,525512,9.863,1.525,0.525,214633,50376
2018-05-16,8481.99,8346.59,8100.01,8505.33,12705.123219840005,105058169.86028405,8340.0230811,36872803.6163467,11.0,501526.0,4143878474754.0,513409,8.045,1.288,0.566,208284,49167
2018-05-17,8337.77,8067.03,7980.0,8500.0,8259.12452442,68210896.5719962,8061.3682479,27191117.7506,11.0,719166.0,4143878474754.0,518713,10.909,2.329,0.413,192551,47708
2018-05-18,8058.16,8248.87,7929.53,8275.1,7181.203883480007,58093499.64158857,8248.241016,30487010.8113,11.0,696083.0,4143878474754.0,604525,9.73,2.693,0.58,211348,46685
2018-05-19,8248.99,8231.2,8141.08,8395.0,3784.075766370001,31243933.283402685,8231.9720487,31722970.7090357,11.0,478420.0,4143878474754.0,423103,9.351,1.5,0.524,173120,40643
2018-05-20,8225.55,8518.48,8170.71,8590.0,5314.99889979001,44509496.31637348,8519.3758719,29663037.5461,11.0,457227.0,4143878474754.0,384590,10.0,1.321,0.475,158519,41628
2018-05-21,8518.64,8391.76,8320.0,8589.1,6126.971053479991,51780405.448334455,8395.720584899998,32340950.6579,11.0,628185.0,4143878474754.0,503074,9.172,1.31,0.574,202490,44301
2018-05-22,8403.23,7984.08,7951.41,8417.65,9101.060786930007,74532297.7929331,7982.421937100001,31104990.7601584,11.0,566484.0,4143878474754.0,476934,9.536,1.078,0.458,203186,44097
2018-05-23,7983.98,7502.89,7435.49,8032.01,17635.901293370018,136149933.05625066,7509.50362,33370917.2394,11.0,611034.0,4143878474754.0,536633,8.889,1.08,0.537,223034,49303
2018-05-24,7509.99,7586.88,7267.24,7733.99,11648.365243579972,87486613.44056778,7588.7827839,30616246.3183,11.0,595602.0,4219142059013.0,479362,10.07,1.087,0.415,206682,46043
2018-05-25,7579.3,7471.18,7328.13,7661.07,10088.84331121,75352118.70457152,7471.9395889,37681533.9302713,11.0,505600.0,4306949573982.0,515553,8.182,1.163,0.478,196005,42093
2018-05-26,7459.21,7335.99,7276.04,7622.87,4043.557650229997,30225159.42979943,7335.6468368,34684139.1858,11.0,396972.0,4306949573982.0,396709,8.889,1.067,0.443,158621,38020
2018-05-27,7335.99,7347.39,7213.09,7412.57,3144.4511090600035,22995002.7550217,7349.0473904,35112338.435,10.0,367679.0,4306949573982.0,362610,8.78,0.992,0.425,144140,43809
2018-05-28,7348.64,7112.5,7084.99,7445.0,6583.632529590007,47652142.65638507,7109.7081516,33399541.438195,10.0,580565.0,4306949573982.0,482512,9.231,1.121,0.419,188907,44801
2018-05-29,7112.2,7469.45,7026.9,7537.0,11049.920992870011,80814280.44854999,7467.3120631,29759847.8199,10.0,676449.0,4306949573982.0,482316,10.36,1.023,0.396,204630,46903
2018-05-30,7469.45,7375.73,7273.89,7559.0,8940.454005299995,66460464.147754,7375.7149873,37253334.6811,10.0,515774.0,4306949573982.0,503582,8.276,0.828,0.505,203903,51863
2018-05-31,7375.64,7492.28,7330.22,7601.23,7339.007269310009,55144260.57168584,7487.9540056,36396936.1826484,10.0,553455.0,4306949573982.0,513406,8.471,0.777,0.437,209356,47154
2018-06-01,7492.28,7511.6,7348.45,7620.01,6762.627572699999,50587954.65804907,7518.590149699998,35540537.6842,10.0,588453.0,4306949573982.0,605820,8.675,0.744,0.437,205315,45316
2018-06-02,7511.72,7642.0,7438.92,7700.0,4012.168755210003,30475405.253665924,7637.2478296,32543142.9398,10.0,503723.0,4306949573982.0,424940,9.474,0.711,0.405,174345,41760
